"NHS.region","Start.date","End.date","Central.estimate","Lower.bound","Upper.bound","Test","Median.mean","Min.age","Max.age","Data.source","N.tests"
"North West","14 July 2020","14 July 2020","0.0673117611191684%","0.0271266352184885%","0.134073706992447%","","","","","ONS-CIS",""
"North West","15 July 2020","15 July 2020","0.0724173130824782%","0.0265287260359122%","0.16851011323919%","","","","","ONS-CIS",""
"North West","16 July 2020","16 July 2020","0.0710861791298007%","0.0272378468980031%","0.158365596240331%","","","","","ONS-CIS",""
"North West","17 July 2020","17 July 2020","0.0699531194057889%","0.0279845828862212%","0.148239790960959%","","","","","ONS-CIS",""
"North West","18 July 2020","18 July 2020","0.0689934287302945%","0.0288467989153959%","0.140628213352616%","","","","","ONS-CIS",""
"North West","19 July 2020","19 July 2020","0.0681795234535443%","0.0298731088250167%","0.134425859298218%","","","","","ONS-CIS",""
"North West","20 July 2020","20 July 2020","0.0674821667054636%","0.0308244835377986%","0.129960396323875%","","","","","ONS-CIS",""
"North West","21 July 2020","21 July 2020","0.066872356018018%","0.0314121311997679%","0.12580266424183%","","","","","ONS-CIS",""
"North West","22 July 2020","22 July 2020","0.0663235559403393%","0.0320918460424604%","0.121227877262913%","","","","","ONS-CIS",""
"North West","23 July 2020","23 July 2020","0.0658138417662281%","0.0328128142653452%","0.118231010117594%","","","","","ONS-CIS",""
"North West","24 July 2020","24 July 2020","0.0653274972496394%","0.0332663139882205%","0.115175252620787%","","","","","ONS-CIS",""
"North West","25 July 2020","25 July 2020","0.0648557167027004%","0.0338916545391889%","0.112434458064451%","","","","","ONS-CIS",""
"North West","26 July 2020","26 July 2020","0.0767094980232873%","0.0320775930949882%","0.161710980885949%","","","","","ONS-CIS",""
"North West","27 July 2020","27 July 2020","0.0745855926396993%","0.0324717808764336%","0.149851720606409%","","","","","ONS-CIS",""
"North West","28 July 2020","28 July 2020","0.072785994739938%","0.0327749665776141%","0.141338453878942%","","","","","ONS-CIS",""
"North West","29 July 2020","29 July 2020","0.0712657349421869%","0.0334887720631948%","0.133483991251609%","","","","","ONS-CIS",""
"North West","30 July 2020","30 July 2020","0.069986744258165%","0.0336707506902938%","0.127414416587494%","","","","","ONS-CIS",""
"North West","31 July 2020","31 July 2020","0.113881208700235%","0.0482834987607952%","0.252821670555508%","","","","","ONS-CIS",""
"North West","01 August 2020","01 August 2020","0.108020987147877%","0.0480970483115753%","0.226878249980825%","","","","","ONS-CIS",""
"North West","02 August 2020","02 August 2020","0.102816516067887%","0.0479749149343465%","0.20587868773458%","","","","","ONS-CIS",""
"North West","03 August 2020","03 August 2020","0.0982060830521293%","0.047789929039928%","0.187504713194866%","","","","","ONS-CIS",""
"North West","04 August 2020","04 August 2020","0.0941362713309751%","0.0474247327284118%","0.172146748661263%","","","","","ONS-CIS",""
"North West","05 August 2020","05 August 2020","0.0905585754078252%","0.0471291566822481%","0.159303725832142%","","","","","ONS-CIS",""
"North West","06 August 2020","06 August 2020","0.0874290981229888%","0.0464794356530782%","0.150793410212995%","","","","","ONS-CIS",""
"North West","07 August 2020","07 August 2020","0.0847094247826763%","0.0461395111853741%","0.142531220535246%","","","","","ONS-CIS",""
"North West","08 August 2020","08 August 2020","0.0823675653333049%","0.0457530958566449%","0.135359860368019%","","","","","ONS-CIS",""
"North West","09 August 2020","09 August 2020","0.123367166908987%","0.0442998162296036%","0.264060889699207%","","","","","ONS-CIS",""
"North West","10 August 2020","10 August 2020","0.11432488607463%","0.0446767772824226%","0.232126453769448%","","","","","ONS-CIS",""
"North West","11 August 2020","11 August 2020","0.106437087933416%","0.0447148017857604%","0.205033094057269%","","","","","ONS-CIS",""
"North West","12 August 2020","12 August 2020","0.0995959511177627%","0.0444081774524637%","0.183724928432126%","","","","","ONS-CIS",""
"North West","13 August 2020","13 August 2020","0.0937106420394687%","0.0443310915658671%","0.167372563018739%","","","","","ONS-CIS",""
"North West","14 August 2020","14 August 2020","0.0797027884711472%","0.039069189317501%","0.137343030064202%","","","","","ONS-CIS",""
"North West","15 August 2020","15 August 2020","0.0787467787639419%","0.0398566205444688%","0.134945337735228%","","","","","ONS-CIS",""
"North West","16 August 2020","16 August 2020","0.0780756356070987%","0.0402446386616586%","0.13223676165092%","","","","","ONS-CIS",""
"North West","17 August 2020","17 August 2020","0.0777237038308066%","0.0407226844515855%","0.13073621716946%","","","","","ONS-CIS",""
"North West","18 August 2020","18 August 2020","0.0777352314365374%","0.0416475201746875%","0.129573706695433%","","","","","ONS-CIS",""
"North West","19 August 2020","19 August 2020","0.0781646104763993%","0.0426219720203768%","0.129405082874426%","","","","","ONS-CIS",""
"North West","20 August 2020","20 August 2020","0.0790766208741863%","0.0438417631567649%","0.129984956474698%","","","","","ONS-CIS",""
"North West","21 August 2020","21 August 2020","0.128526960485853%","0.0723835099691858%","0.200616888620825%","","","","","ONS-CIS",""
"North West","22 August 2020","22 August 2020","0.126595023166993%","0.0717280838344677%","0.196327066377536%","","","","","ONS-CIS",""
"North West","23 August 2020","23 August 2020","0.125637269463609%","0.0720375181698999%","0.193653690243382%","","","","","ONS-CIS",""
"North West","24 August 2020","24 August 2020","0.125659444477444%","0.0726245165537879%","0.192992036893416%","","","","","ONS-CIS",""
"North West","25 August 2020","25 August 2020","0.126679228678868%","0.0738584916090526%","0.192648779622727%","","","","","ONS-CIS",""
"North West","26 August 2020","26 August 2020","0.128727579353464%","0.0756148451738637%","0.194043958350208%","","","","","ONS-CIS",""
"North West","27 August 2020","27 August 2020","0.131849600841995%","0.0784616012125139%","0.19766876948607%","","","","","ONS-CIS",""
"North West","28 August 2020","28 August 2020","0.105620237303741%","0.056623807367827%","0.175924865209336%","","","","","ONS-CIS",""
"North West","29 August 2020","29 August 2020","0.113297550877046%","0.0631172087251606%","0.185517240723602%","","","","","ONS-CIS",""
"North West","30 August 2020","30 August 2020","0.122819225555718%","0.0700696048679519%","0.195527139850098%","","","","","ONS-CIS",""
"North West","31 August 2020","31 August 2020","0.134416230544943%","0.0794011958516673%","0.20997701305279%","","","","","ONS-CIS",""
"North West","01 September 2020","01 September 2020","0.148310493445533%","0.0897637541939449%","0.226293769687848%","","","","","ONS-CIS",""
"North West","02 September 2020","02 September 2020","0.164684233467173%","0.101964485289665%","0.24499864464983%","","","","","ONS-CIS",""
"North West","03 September 2020","03 September 2020","0.183636945572678%","0.117176928405648%","0.267929694201916%","","","","","ONS-CIS",""
"North West","04 September 2020","04 September 2020","0.205134669034358%","0.134770745465917%","0.294289008117318%","","","","","ONS-CIS",""
"North West","05 September 2020","05 September 2020","0.273822647199182%","0.186714608625437%","0.382748654281845%","","","","","ONS-CIS",""
"North West","06 September 2020","06 September 2020","0.283166645234867%","0.19679108718401%","0.390213911137837%","","","","","ONS-CIS",""
"North West","07 September 2020","07 September 2020","0.293708822568253%","0.208273973190541%","0.398287863704511%","","","","","ONS-CIS",""
"North West","08 September 2020","08 September 2020","0.305565120405166%","0.221306392351927%","0.409211110177679%","","","","","ONS-CIS",""
"North West","09 September 2020","09 September 2020","0.318882482014097%","0.235355117395905%","0.422195053102542%","","","","","ONS-CIS",""
"North West","10 September 2020","10 September 2020","0.333829293722245%","0.249634382129598%","0.435689327005194%","","","","","ONS-CIS",""
"North West","11 September 2020","11 September 2020","0.350579043264311%","0.264774534404491%","0.450586053598501%","","","","","ONS-CIS",""
"North West","12 September 2020","12 September 2020","0.398905109369804%","0.304984084332377%","0.511583364865288%","","","","","ONS-CIS",""
"North West","13 September 2020","13 September 2020","0.410338909023047%","0.317348317598879%","0.520897522247986%","","","","","ONS-CIS",""
"North West","14 September 2020","14 September 2020","0.424844134873781%","0.331343401047381%","0.532954993073558%","","","","","ONS-CIS",""
"North West","15 September 2020","15 September 2020","0.442591184752223%","0.348067274444376%","0.549656683883402%","","","","","ONS-CIS",""
"North West","16 September 2020","16 September 2020","0.463713250245464%","0.368802100402699%","0.569182891039312%","","","","","ONS-CIS",""
"North West","17 September 2020","17 September 2020","0.488289593756732%","0.393416351162758%","0.592402467791788%","","","","","ONS-CIS",""
"North West","18 September 2020","18 September 2020","0.516323707875847%","0.420264938423919%","0.619918284997352%","","","","","ONS-CIS",""
"North West","19 September 2020","19 September 2020","0.547721240398749%","0.449662937264054%","0.65399128356238%","","","","","ONS-CIS",""
"North West","20 September 2020","20 September 2020","0.561900026735174%","0.458236623991797%","0.677168964347184%","","","","","ONS-CIS",""
"North West","21 September 2020","21 September 2020","0.598215083774449%","0.494366132156048%","0.711728639645095%","","","","","ONS-CIS",""
"North West","22 September 2020","22 September 2020","0.636862783137745%","0.532044329200928%","0.751272920800807%","","","","","ONS-CIS",""
"North West","23 September 2020","23 September 2020","0.677733561109696%","0.569986685140022%","0.795542598736625%","","","","","ONS-CIS",""
"North West","24 September 2020","24 September 2020","0.720709215250654%","0.612840029256507%","0.838870107821331%","","","","","ONS-CIS",""
"North West","25 September 2020","25 September 2020","0.76565404860095%","0.656224162733224%","0.882559342797886%","","","","","ONS-CIS",""
"North West","26 September 2020","26 September 2020","0.807521965351892%","0.697503665979967%","0.92745802308092%","","","","","ONS-CIS",""
"North West","27 September 2020","27 September 2020","0.85042030077268%","0.738925844926933%","0.971373814774908%","","","","","ONS-CIS",""
"North West","28 September 2020","28 September 2020","0.893971646980251%","0.779315887174869%","1.01823834952521%","","","","","ONS-CIS",""
"North West","29 September 2020","29 September 2020","0.938022696359862%","0.822005689098092%","1.06331712869914%","","","","","ONS-CIS",""
"North West","30 September 2020","30 September 2020","0.982567832622359%","0.866573188243063%","1.10897719350794%","","","","","ONS-CIS",""
"North West","01 October 2020","01 October 2020","1.02774228702282%","0.911866189240613%","1.15537821626983%","","","","","ONS-CIS",""
"North West","02 October 2020","02 October 2020","1.07379507832462%","0.957137349202727%","1.20241304563665%","","","","","ONS-CIS",""
"North West","03 October 2020","03 October 2020","1.12105278667241%","1.00034152149155%","1.2502986421776%","","","","","ONS-CIS",""
"North West","04 October 2020","04 October 2020","1.1559330102133%","1.0332383576032%","1.2876613691511%","","","","","ONS-CIS",""
"North West","05 October 2020","05 October 2020","1.19454427688022%","1.06707657185253%","1.33017860545283%","","","","","ONS-CIS",""
"North West","06 October 2020","06 October 2020","1.23992765756396%","1.10952970330594%","1.37857962630344%","","","","","ONS-CIS",""
"North West","07 October 2020","07 October 2020","1.29246800207426%","1.15829199902474%","1.43225891167253%","","","","","ONS-CIS",""
"North West","08 October 2020","08 October 2020","1.35232588830669%","1.21662309562268%","1.49477471622893%","","","","","ONS-CIS",""
"North West","09 October 2020","09 October 2020","1.41935154038166%","1.28229915173732%","1.56153307776782%","","","","","ONS-CIS",""
"North West","10 October 2020","10 October 2020","1.49299023451685%","1.35560877142408%","1.63958906497085%","","","","","ONS-CIS",""
"North West","11 October 2020","11 October 2020","1.58377763868963%","1.44324691031025%","1.73519455474499%","","","","","ONS-CIS",""
"North West","12 October 2020","12 October 2020","1.65383973312599%","1.50651415688012%","1.81085465200824%","","","","","ONS-CIS",""
"North West","13 October 2020","13 October 2020","1.72650792017582%","1.57170030921277%","1.89293937669488%","","","","","ONS-CIS",""
"North West","14 October 2020","14 October 2020","1.80060331712646%","1.64008480860552%","1.97158510907533%","","","","","ONS-CIS",""
"North West","15 October 2020","15 October 2020","1.87480255267401%","1.71088290119456%","2.0448362748771%","","","","","ONS-CIS",""
"North West","16 October 2020","16 October 2020","1.9476839394133%","1.78189127857604%","2.12137780211986%","","","","","ONS-CIS",""
"North West","17 October 2020","17 October 2020","2.01776980749407%","1.84752001394156%","2.19322242317177%","","","","","ONS-CIS",""
"North West","18 October 2020","18 October 2020","2.09389638035049%","1.91842145605186%","2.27822004168749%","","","","","ONS-CIS",""
"North West","19 October 2020","19 October 2020","2.15423329081585%","1.97497620509448%","2.34756837055656%","","","","","ONS-CIS",""
"North West","20 October 2020","20 October 2020","2.20504945641856%","2.02335858257624%","2.40320917879718%","","","","","ONS-CIS",""
"North West","21 October 2020","21 October 2020","2.24549505648679%","2.06023857069838%","2.44507241046077%","","","","","ONS-CIS",""
"North West","22 October 2020","22 October 2020","2.2755073912545%","2.09131782969836%","2.47089593129055%","","","","","ONS-CIS",""
"North West","23 October 2020","23 October 2020","2.29570783431137%","2.11589549618125%","2.48491302676039%","","","","","ONS-CIS",""
